0.00000000000000000E0	1.78166842494166344E0
1.00000000000000000E0	1.78027162045349829E0
2.00000000000000000E0	1.77624960754204908E0
3.00000000000000000E0	1.76959938674738648E0
4.00000000000000000E0	1.76031433979075569E0
5.00000000000000000E0	1.74838600496948993E0
6.00000000000000000E0	1.73380360391432431E0
7.00000000000000000E0	1.71655374893171309E0
8.00000000000000000E0	1.69662123161585332E0
9.00000000000000000E0	1.67398715227047479E0
1.00000000000000000E1	1.64863046484668629E0
1.10000000000000009E1	1.62052756027223399E0
1.19999999999999996E1	1.58894186037863117E0
1.30000000000000004E1	1.55446939310568633E0
1.39999999999999991E1	1.51733819624632726E0
1.50000000000000000E1	1.47751417191066992E0
1.60000000000000009E1	1.43496221947776870E0
1.69999999999999996E1	1.38964194683741438E0
1.80000000000000004E1	1.34151101570001474E0
1.89999999999999991E1	1.29052524785481060E0
2.00000000000000000E1	1.23663469407629600E0
2.10000000000000009E1	1.17978765371423955E0
2.20000000000000018E1	1.11992823141771347E0
2.29999999999999982E1	1.05618529266494221E0
2.39999999999999991E1	9.88704573220677219E-1
2.50000000000000000E1	9.18302335288328564E-1
2.60000000000000009E1	8.44913032280422627E-1
2.70000000000000018E1	7.68464308795907325E-1
2.79999999999999982E1	6.88881264366967727E-1
2.89999999999999991E1	6.06084443944377327E-1
3.00000000000000000E1	5.19987279133686009E-1
3.10000000000000009E1	4.30499905308874276E-1
3.20000000000000018E1	3.37526055916691758E-1
3.29999999999999982E1	2.40963282638436516E-1
3.39999999999999991E1	1.40109824408989914E-1
3.50000000000000000E1	3.39004253508176534E-2
3.60000000000000009E1	-7.58588436470253402E-2
3.70000000000000018E1	-1.89285794285042819E-1
3.79999999999999982E1	-3.06506424989397086E-1
3.89999999999999991E1	-4.27654811552038350E-1
4.00000000000000000E1	-5.52874534890921510E-1
4.09999999999999964E1	-6.82317065213064122E-1
4.20000000000000018E1	-8.16145651895296886E-1
4.29999999999999982E1	-9.54533230173565528E-1
4.40000000000000036E1	-1.09766550110698269E0
4.50000000000000000E1	-1.24574139403553952E0
4.59999999999999964E1	-1.40202755378373234E0
4.70000000000000018E1	-1.56320582351787740E0
4.79999999999999982E1	-1.72949885426761396E0
4.90000000000000036E1	-1.90114119767296086E0
5.00000000000000000E1	-2.07839059510735913E0
5.09999999999999964E1	-2.26151899066155826E0
5.20000000000000018E1	-2.45082571709969121E0
5.29999999999999982E1	-2.64662939116778961E0
5.40000000000000036E1	-2.84927822134081410E0
5.50000000000000000E1	-3.05914860237115072E0
5.59999999999999964E1	-3.27665046438042573E0
5.70000000000000018E1	-3.50490996921570419E0
5.79999999999999982E1	-3.74218751505629887E0
5.90000000000000036E1	-3.98802593622371981E0
6.00000000000000000E1	-4.24296865868011253E0
6.09999999999999964E1	-4.50761093116025258E0
6.20000000000000018E1	-4.78261092749560923E0
6.29999999999999982E1	-5.06869338394111857E0
6.40000000000000036E1	-5.36666370675657767E0
6.50000000000000000E1	-5.67741706274536551E0
6.59999999999999964E1	-6.00195268267564064E0
6.70000000000000018E1	-6.34139106424288634E0
6.79999999999999982E1	-6.69802977832594237E0
6.90000000000000036E1	-7.07279286298526699E0
7.00000000000000000E1	-7.46601382025752525E0
7.09999999999999964E1	-7.87943182439127998E0
7.20000000000000018E1	-8.31503326374993534E0
7.29999999999999982E1	-8.77509912469959197E0
7.40000000000000036E1	-9.26397645522940572E0
7.50000000000000000E1	-9.78264749427520108E0
7.59999999999999964E1	-1.03342761040429831E1
7.70000000000000018E1	-1.09228864274900728E1
7.79999999999999982E1	-1.15531988100126348E1
7.90000000000000036E1	-1.22315240258969049E1
8.00000000000000000E1	-1.29654258664634736E1
8.09999999999999964E1	-1.37597182861130296E1
8.19999999999999929E1	-1.46227242392649615E1
